category,year,brand,purchase_count,product_count,avg_price,avg_rating,compact_share,dual_basket_share,oven_style_share,rotisserie_share,window_share,market_purchases,brand_share,log_brand_share,predicted_log_share,demand_slope,unit_cost,markup,average_profit,profit_derivative
air_fryers,2020,ultrean,4742,5,76.8403198294243,4.680493462673978,1.0,0.0,0.8401518346689161,0.0,0.0,30291,0.1565481496153973,-1.85439165104708,-2.345406438052125,-0.004973668031133072,45.36492809932257,31.475391730101734,4.927414333767205,0.0
air_fryers,2021,chefman,2600,16,92.08435303205871,4.4592307692307696,0.9980769230769232,0.003076923076923,0.445,0.3411538461538461,0.3634615384615384,30850,0.0842787682333873,-2.4736253053239605,-2.072464055280939,-0.0029070334175102146,63.093021963849154,28.99133106820956,2.4433536718750344,0.0
air_fryers,2021,cosori,1084,10,97.42203791469193,4.67850553505535,0.988929889298893,0.0,0.0156826568265682,0.0119926199261992,0.0,30850,0.0351377633711507,-3.348478847333942,-3.366502695486373,-0.0012770502419180423,69.90725249922059,27.514785415471337,0.9668080191368204,6.938893903907228e-18
air_fryers,2021,cuisinart,2682,37,224.30121973094168,4.449962714392244,0.999254287844892,0.0,0.9228187919463088,0.0,0.0,30850,0.0869367909238249,-2.44257396549191,-2.410126627247081,-0.00299001253928489,195.22549185970766,29.075727871234022,2.5277504748995008,1.3877787807814457e-17
air_fryers,2021,dash,2556,32,57.73156237383932,4.5055946791862285,0.9992175273865416,0.0,0.9119718309859156,0.0,0.0,30850,0.0828525121555915,-2.4906932138361086,-2.3870468215739535,-0.0028622886124496515,28.785315725188717,28.9462466486506,2.398269252316074,0.0
air_fryers,2021,gowise_usa,3572,31,84.62934397163122,4.590257558790594,1.0,0.0,0.1738521836506159,0.1738521836506159,0.0,30850,0.1157860615883306,-2.156011087337144,-2.0255684257881175,-0.0038564011111569445,54.60496158740509,30.024382384226122,3.4764049878915944,0.0
air_fryers,2021,instant_pot,6172,47,113.63558060879367,4.597602073882047,0.9552819183408944,0.0,0.7112767336357745,0.1343162670123136,0.0,30850,0.200064829821718,-1.6091138158504823,-1.5998257746906148,-0.006028289511509888,80.44791942567835,33.187661183115324,6.639683786780804,2.7755575615628914e-17
air_fryers,2021,ninja,5625,44,166.6760309869931,4.725048888888889,0.9985777777777778,0.0021333333333333,0.1847111111111111,0.0,0.0,30850,0.1823338735818476,-1.7019158022609129,-2.204325655888697,-0.005615803791782308,134.20803880951362,32.46799217747949,5.920014781144962,-2.7755575615628914e-17
air_fryers,2021,nuwave,1570,17,136.03625405055087,4.42248407643312,0.9993630573248408,0.0,0.4159235668789809,0.0070063694267515,0.0,30850,0.0508914100486223,-2.97806113099118,-2.9938086218642503,-0.0018194031775299862,108.06476830338829,27.971485747162575,1.4235083508280448,-6.938893903907228e-18
air_fryers,2021,oster,741,9,184.615397260274,4.411201079622132,1.0,0.0,0.8987854251012146,0.0,0.0,30850,0.0240194489465153,-3.728891404037447,-3.4601092519548615,-0.0008830245208080427,157.4140587011415,27.201338559132495,0.653361162797961,-6.938893903907228e-18
air_fryers,2021,ultrean,4248,7,76.79720311027332,4.687970809792843,1.0,0.0,0.8538135593220338,0.0,0.0,30850,0.1376985413290113,-1.982688466411759,-2.3922751090999554,-0.004472568711063765,46.00985243450006,30.787350675773254,4.239373279438728,-2.7755575615628914e-17
air_fryers,2022,chefman,2752,16,98.43847667638484,4.452943313953488,0.9593023255813954,0.0345203488372093,0.4956395348837209,0.3713662790697674,0.4854651162790697,23576,0.1167288768238887,-2.1479013253642965,-1.6356328355417542,-0.003883657297130197,68.38204587077675,30.056430805608088,3.50845340927356,0.0
air_fryers,2022,cosori,1722,12,97.86638970157988,4.68472706155633,0.9988385598141696,0.0,0.0034843205574912,0.0011614401858304,0.0,23576,0.0730403800475059,-2.6167428394298544,-3.387185252683281,-0.002550306636142077,69.22654733423373,28.639842367346148,2.0918649710116237,1.3877787807814457e-17
air_fryers,2022,cuisinart,1817,42,223.5274607329843,4.413538800220143,0.9977985690698954,0.0,0.941662080352229,0.0,0.0,23576,0.0770699015948422,-2.5630424560213596,-2.509912892554958,-0.002679305123742665,194.76257654271902,28.764884190265292,2.2169067939307783,2.7755575615628914e-17
air_fryers,2022,dash,1196,23,57.15259983007647,4.497408026755853,0.9991638795986622,0.0,0.8085284280936454,0.0,0.0,23576,0.0507295554801493,-2.9812465899069536,-2.709743348023345,-0.0018139260464936455,29.185883337852037,27.966716492224432,1.4187390958899058,0.0
air_fryers,2022,gowise_usa,1373,29,86.31618125484121,4.595702840495266,1.0,0.0,0.1813546977421704,0.1813546977421704,0.0043699927166788,23576,0.0582371903630811,-2.8432311186495594,-2.2000172469808525,-0.0020659057826856475,58.12651701595535,28.18966423888586,1.6416868425513356,0.0
air_fryers,2022,instant_pot,6756,52,106.08015607401448,4.614165186500888,0.9496743635287151,0.0001480165778567,0.8146832445233866,0.1332149200710479,0.0041444641799881,23576,0.2865626060400407,-1.2497982464898398,-1.2472533327394935,-0.007700943684237457,68.86879370207734,37.21136237193714,10.663384975602618,0.0
air_fryers,2022,ninja,4693,61,156.37952836796634,4.730151289154059,0.9899850841679096,0.0070317494140208,0.1423396548050287,0.0,0.0,23576,0.1990583644384119,-1.614157208623113,-2.168972206780566,-0.006005509557482498,123.23357088790583,33.14595748006052,6.597980083725991,0.0
air_fryers,2022,nuwave,813,24,144.98647655259822,4.363468634686347,0.997539975399754,0.02460024600246,0.6260762607626076,0.001230012300123,0.0,23576,0.0344842212419409,-3.36725341486972,-3.2996611951837416,-0.0012541467558984292,117.49031545362257,27.496161098975648,0.9481837026411251,6.938893903907228e-18
air_fryers,2022,oster,618,9,191.48543089430893,4.369093851132686,1.0,0.0,0.9271844660194176,0.0,0.0,23576,0.0262130980658296,-3.64149606695984,-3.816609855823179,-0.0009615034386440741,164.22281589753297,27.262614996775966,0.7146376004414451,3.469446951953614e-18
air_fryers,2022,ultrean,1836,6,78.27407407407406,4.689814814814815,1.0,0.0,0.8464052287581699,0.0,0.0,23576,0.0778758059043094,-2.5526399532370947,-2.602521053240446,-0.002704958034542348,49.4840503806066,28.790023693467468,2.242046297132941,0.0
air_fryers,2023,chefman,1178,12,93.77928632115548,4.437775891341256,0.8505942275042445,0.0297113752122241,0.5857385398981324,0.3853989813242784,0.4609507640067912,8400,0.1402380952380952,-1.964413620619873,-2.6106334379151424,-0.004541640595894639,62.90099635588132,30.878289965274163,4.330312568939637,0.0
air_fryers,2023,cosori,1070,9,100.41187206020696,4.674485981308411,1.0,0.0,0.0242990654205607,0.0009345794392523,0.0,8400,0.1273809523809523,-2.060573057375453,-3.3373542090192796,-0.004186949675752738,69.9885418925112,30.423330167695767,3.8753527713612437,0.0
air_fryers,2023,cuisinart,467,28,214.52655860349125,4.389079229122056,0.9892933618843684,0.0,0.925053533190578,0.0,0.0,8400,0.055595238095238,-2.8896577271625077,-2.1980805946486477,-0.0019777178054860432,186.41575435173152,28.11080425175973,1.562826855425211,1.3877787807814457e-17
air_fryers,2023,dash,458,14,58.947921225382935,4.49825327510917,1.0,0.0,0.7903930131004366,0.0,0.0,8400,0.0545238095238095,-2.9091178007172203,-2.708580754553566,-0.0019418038123664547,30.868972581563998,28.078948643818936,1.5309712474844128,0.0
air_fryers,2023,gowise_usa,448,22,95.79993071593536,4.567410714285715,1.0,0.0,0.2455357142857142,0.2455357142857142,0.0022321428571428,8400,0.0533333333333333,-2.93119375241642,-2.7369067221316143,-0.0019017979462292239,67.75629262121579,28.04363809471957,1.495660698385043,0.0
air_fryers,2023,instant_pot,1924,31,104.523299734748,4.6248960498960505,0.9287941787941788,0.0,0.8035343035343036,0.1356548856548856,0.0109147609147609,8400,0.229047619047619,-1.473825353605753,-1.2417992327639737,-0.006651535242026266,70.08799860299845,34.43530113174954,7.887323735415012,-2.7755575615628914e-17
air_fryers,2023,ninja,1832,55,151.0531762652705,4.723144104803493,0.9929039301310044,0.0032751091703056,0.1424672489082969,0.0,0.0,8400,0.2180952380952381,-1.5228234395973297,-1.8101808968659316,-0.006423453759568308,117.10022100808263,33.95295525718788,7.404977860853357,2.7755575615628914e-17
air_fryers,2023,nuwave,470,21,133.09646680942186,4.394255319148937,0.9893617021276596,0.0085106382978723,0.7893617021276595,0.0,0.0,8400,0.0559523809523809,-2.883254290127301,-2.350609983602613,-0.00198966991833561,104.97502795327935,28.121438856142504,1.573461459807972,-1.3877787807814457e-17
air_fryers,2023,oster,220,10,191.5157276995305,4.3968181818181815,1.0,0.0,0.8454545454545455,0.0,0.0,8400,0.0261904761904761,-3.642359438479043,-3.8729277036139518,-0.0009606959794576898,164.25374602114294,27.261981678387542,0.7140042820530046,-1.3877787807814457e-17
air_fryers,2023,ultrean,333,6,78.03675675675676,4.6867867867867865,1.0,0.0,0.7747747747747747,0.0,0.0,8400,0.0396428571428571,-3.2278444948509613,-2.6379894398371277,-0.0014340565554973172,50.39289780929054,27.64385894746622,1.0958815511316953,0.0
