category,year,brand,purchase_count,product_count,avg_price,avg_rating,compact_share,dual_basket_share,oven_style_share,rotisserie_share,window_share,market_purchases,brand_share,log_brand_share,predicted_log_share,demand_slope,unit_cost,markup,average_profit,profit_derivative
air_fryers,2019,chefman,1146,10,72.96369506726458,4.434118673647469,1.0,0.0,0.7809773123909249,0.2434554973821989,0.1841186736474694,15076,0.0760148580525338,-2.576826457112342,-2.4564696687583467,-0.0026456478532893616,44.23165578319141,28.732039284073174,2.1840618877386473,0.0
air_fryers,2019,cosori,11,2,159.99,4.581818181818182,1.0,0.0,0.0909090909090909,0.0909090909090909,0.0,15076,0.0007296365083576,-7.222964081588655,-5.986037598630556,-2.7463641694374013e-05,133.42263808648264,26.567361913517374,0.019384517182851505,1.0842021724855044e-19
air_fryers,2019,cuisinart,1616,22,229.4652743902439,4.481311881188119,0.9938118811881188,0.0,0.8898514851485149,0.0,0.0,15076,0.1071902361369063,-2.2331501153059854,-2.7549652905756687,-0.003604812825666859,199.72996181764813,29.735312572595774,3.18733517626126,5.551115123125783e-17
air_fryers,2019,dash,3011,19,55.17633256351039,4.390767186981069,1.0,0.0,0.973430753902358,0.0,0.0,15076,0.1997214115149907,-1.6108318259052925,-2.2386928837986186,-0.006020525289415024,22.002912983971285,33.17341957953911,6.62544218320458,0.0
air_fryers,2019,gowise_usa,4405,45,83.57555088088351,4.552258796821793,0.9997729852440408,0.0,0.1293984108967082,0.1284903518728717,0.0,15076,0.2921862563014062,-1.230363816016746,-1.869862031812909,-0.007790177189111585,46.0685405512856,37.50701032959791,10.959032933263385,0.0
air_fryers,2019,instant_pot,238,13,78.01994535519125,4.364285714285715,0.542016806722689,0.0,0.5504201680672269,0.0,0.0,15076,0.0157866808171928,-4.148588680715552,-3.9738030761520076,-0.000585259709017009,51.04614112098589,26.973804234205367,0.4258268378708438,0.0
air_fryers,2019,ninja,2904,18,112.15837398373984,4.778650137741047,0.9944903581267218,0.0,0.0,0.0,0.0,15076,0.1926240382064208,-1.6470149784423394,-0.555761775248877,-0.005858074074333992,79.27657089245332,32.881803091286514,6.333825694951979,-2.7755575615628914e-17
air_fryers,2019,nuwave,484,15,151.09993650793652,4.3219008264462815,0.993801652892562,0.0,0.5619834710743802,0.1115702479338843,0.0,15076,0.0321040063677368,-3.4387744476703945,-3.996314470705146,-0.001170459755897163,123.67139297537489,27.428543532561633,0.8805661362271046,0.0
air_fryers,2019,oster,506,5,191.94368811881188,4.3808300395256925,1.0,0.0,0.7727272727272727,0.0,0.0,15076,0.0335632793844521,-3.3943226850995605,-4.0315577668575,-0.0012218175862200279,164.47372880329098,27.469959315520896,0.9219819191863603,-1.3877787807814457e-17
air_fryers,2019,ultrean,755,4,80.62467492260062,4.618013245033113,1.0,0.0,0.8357615894039735,0.0,0.0,15076,0.0500795967100026,-2.9941416051380014,-2.633514130455225,-0.0017919116772313623,52.67709394172363,27.947580980876985,1.3996035845424584,0.0
air_fryers,2020,chefman,1761,14,97.42624571428571,4.355763770584895,1.0,0.0,0.6774559909142532,0.5110732538330494,0.3214082907438955,30291,0.0581360800237694,-2.8449688091762244,-3.2325355201004964,-0.0020625404114891057,69.2396076731932,28.186638041092507,1.6386606447579768,-1.3877787807814457e-17
air_fryers,2020,cosori,260,5,115.64944881889764,4.661923076923077,0.9961538461538462,0.0,0.0153846153846153,0.0153846153846153,0.0,30291,0.0085834076128222,-4.757924286656903,-3.9296033565653197,-0.00032054165933368935,88.87162645825799,26.777822360639647,0.2298449643051149,-1.734723475976807e-18
air_fryers,2020,cuisinart,3094,35,227.91495210329023,4.460568842921784,0.9993535875888816,0.0,0.8859082094376212,0.0,0.0,30291,0.1021425505925852,-2.281385886539419,-2.5367247454948227,-0.0034544797361357052,198.3468091716298,29.568142931660446,3.020165535325918,0.0
air_fryers,2020,dash,3074,33,58.38621890547264,4.4899479505530255,0.9990240728692258,0.0,0.9661678594664932,0.0,0.0,30291,0.101482288468522,-2.2878709935738897,-2.2356966159899923,-0.0034346734681303215,28.839803675565996,29.546415229906643,2.9984378335721176,0.0
air_fryers,2020,gowise_usa,5164,41,86.95289777411377,4.579318357862122,0.9996127033307514,0.0,0.1888071262587141,0.1886134779240898,0.0,30291,0.1704796804331319,-1.7691391657058977,-2.097584513412249,-0.005326822336833632,54.94888681727972,32.004010956834044,5.45603356049952,2.7755575615628914e-17
air_fryers,2020,instant_pot,4336,26,120.0477818853974,4.595664206642066,0.922509225092251,0.0,0.4940036900369003,0.1086254612546125,0.0,30291,0.1431448284969132,-1.9438983745529488,-2.3625430548684783,-0.00462010287037676,89.06474265163246,30.98303923376494,4.435061837430416,2.7755575615628914e-17
air_fryers,2020,ninja,5020,33,140.44559467918623,4.753326693227092,0.9844621513944224,0.0,0.0328685258964143,0.0,0.0,30291,0.1657257931398765,-1.7974207049866555,-1.5440915991262525,-0.005207958126675405,108.62394997528179,31.82164470390444,5.273667307569914,2.7755575615628914e-17
air_fryers,2020,nuwave,2404,19,119.90278536800352,4.446880199667221,0.9970881863560732,0.0,0.3198835274542429,0.0158069883527454,0.0,30291,0.079363507312403,-2.5337166220173324,-2.560665634320225,-0.0027521848436395466,91.06623847115664,28.836546896846883,2.28856950051236,1.3877787807814457e-17
air_fryers,2020,oster,436,9,185.5961757105943,4.385321100917431,1.0,0.0,0.8784403669724771,0.0,0.0,30291,0.0143937143045789,-4.240963674323396,-3.46682869064977,-0.0005343734884698144,158.66049380430158,26.93568190629273,0.3877045099581927,-5.204170427930421e-18
